"","4.1pa","3.3Bz","1.3Bx","1.3By","4.1Bx","3.3Bx","1.3Bz","3.3By","4.1By","4.1Bz","4.2Bx","5.1Bz","5.2Bx","5.1By","1.3pa","4.3Bz","6.2By","5.1Bx","4.2By","3.3pa","4.2Bz","4.3Bx","8.1By","5.2Bz","5.3Bz","7.1By","6.3Bx","4.3pa","5.1pa","5.3Bx","6.2Bx","4.2pa","4.3By","6.2Bz","7.1Bz","6.1By","6.3Bz","5.3pa","7.1pa","6.3pa","6.1pa","6.1Bz","5.3By","6.1Bx","8.3pa","9.2Bx","8.3By","8.3Bx","10.1Bz","9.1Bz","8.2By","7.1Bx","8.1Bz","8.1Bx","6.2pa","10.1By","9.2By","8.3Bz","11.1Bx","10.2Bx","9.2Bz","9.1pa","9.2pa","10.1pa","10.1Bx","8.1pa","12.2pa","11.2By","11.2pa","11.1Bz","11.2Bx","11.1By","10.2By","12.1Bx","11.1pa","10.2Bz","12.1Bz","13.1Bx","12.2By","12.1pa","12.2Bz","12.2Bx","13.1By","12.3By","12.3Bz","14.1pa","12.1By","10.2pa","15.3Bx","15.2pa","15.3pa","14.1By","15.1Bz","14.1Bz","11.2Bz","13.1Bz","15.1pa","12.3pa","12.3Bx","15.3Bz","15.3By","15.2By","15.2Bx","15.1Bx","16.1Bx","16.2pa","16.1By","13.1pa","15.2Bz","14.1Bx","16.2Bx","16.3By","16.2Bz","16.3Bx","17.1pa","17.2Bx","17.1Bx","17.1By","16.3Bz","16.1Bz","16.1pa","18.2Bx","17.3pa","17.3By","17.3Bz","17.2pa","18.1By","16.2By","16.3pa","17.1Bz","17.2Bz","17.2By","18.3By","19.2Bx","19.3Bx","19.1Bz","18.3Bz","18.2By","18.2Bz","19.1By","17.3Bx","18.1Bz","19.1Bx","19.2By","20.1By","19.2Bz","19.2pa","18.2pa","19.3pa","19.3Bz","20.2Bx","19.1pa","18.1pa","18.1Bx","20.2By","22.2Bx","22.2pa","22.2Bz","20.3Bz","19.3By","20.1Bz","20.2Bz","20.3By","18.3pa","18.3Bx","24.2pa","23.2By","23.2Bx","22.3By","22.3Bz","22.3Bx","20.3Bx","23.1By","20.1Bx","20.1pa","20.2pa","24.2Bz","23.2Bz","23.1Bx","24.2By","23.2pa","23.1Bz","22.3pa","22.2By","24.1By","24.1Bx","20.3pa","26.1By","25.2Bz","26.1Bz","26.1pa","23.1pa","25.2Bx","25.1Bz","24.2Bx","24.1Bz","25.1Bx","24.1pa","27.2By","27.1Bx","26.2Bz","25.2By","26.1Bx","26.2Bx","27.1By","26.2pa","27.1Bz","26.2By","25.1By","25.2pa","27.1pa","27.2Bx","27.2Bz","27.2pa","25.1pa"
"777.5312658",6139.806,9938.966,77017.62,11530.808,10881.322,22034.64,20996.338,5304.644,9222.692,22734.236,210430.162,12457.942,7160.526,16510.86,8080.724,19807.794,5632.926,202394.89,13148.228,8471.13,16967.88,92829.508,9344.776,15231.026,26306.854,15481.96,102083.848,5001.87,11520.474,22141.212,114009.464,6036.29,6854.198,12358.752,8324.032,5075.554,25590.896,15450,16684.336,5534.616,14966.76,10688.64,9711.314,44999.668,17049.456,92637.666,17822.54,14126.28,12604.036,109713.638,21867.778,102565.222,8503.726,11188.846,9639.842,13804.322,6649.756,35282.07,165822.05,27813.99,12272.07,7973.96,9460.806,11513.044,95168.442,13003.304,8663.658,20306.758,34102.862,15088.268,209338.454,24755.536,6884.144,64982.148,13553.154,28785.904,94413.832,223517.518,7534.808,34565.522,14927.378,5955.264,10934.216,15024.58,35030.774,25899.53,6399.052,9906.41,12435.21,3852.876,8599.452,55377.58,6581.234,18599.574,77037.926,54431.972,7041.894,2897.424,59160.886,13204.204,3963.598,20367.818,63948.292,11457.874,68800.144,7439.512,5743.38,9232.878,119406.14,20615.674,49196.476,12508.29,48765.23,17385.938,10687.534,334459.032,5429.632,9636.66,7805.272,52994.38,32170.966,6760.452,3620.14,9347.824,11139.332,11546.522,19905.066,12260.224,38505.598,19889.972,72330.638,20378.938,4279.864,275938.39,4031.82,7039.668,14664.344,62266.936,11528.534,10541.43,24501.364,7767.592,10591.646,10216.328,9020.974,14960.774,8811.332,7787.062,5201.322,6985.996,248607.272,4538.896,5781.114,224428.026,8926.882,15804.634,15734.374,51534.72,19759.65,3230.174,142992.928,18084.544,10810.638,20707.61,417513.838,2735.068,3276.124,18568.312,14550.958,25268.11,18294.972,262662.808,4835.086,223409.67,0,13857.47,45986.306,3662.71,12779.996,3714.646,8542.24,28153.318,6129.556,19677.332,3547.414,47739.758,11254.44,5659.338,15144.42,7326.996,12073.34,3645.006,9920.462,56311.762,7415.788,28630.346,38280.046,7207.348,9537.812,41953.036,56039.482,4636.18,10550.726,7974.52,6533.362,2680.76,22263.178,12579.408,12982.708,6944.208,7803.612,15160.198,14907.19,10820.892,7218.816
"136.0707373",10100.736,61880.43,51105.794,15008.446,4890.072,3288.116,5010.72,8449.81,30661.28,6653.708,230991.896,7718.674,31244.398,21286.358,3254.678,4827.612,51236.762,10486.61,9668.904,7709.432,20030.892,14106.322,7407.384,21203.92,10084.386,20450.054,20764.716,4932.214,17926.826,7969.93,25181.484,5210.492,81752.91,37566.638,37740.628,57051.912,13645.48,9376.558,25038.244,9048.482,7280.166,207211.442,7796.37,6386.662,19994.368,5656.038,41685.44,27922.004,3807.35,7956.308,7110.408,15870.91,111234.678,214387.382,102045.892,75675.106,71308.95,13715.52,15716.63,52961.918,13990.708,4134.236,5750.82,0,226435.214,233513.34,7969.098,34876.854,65672.868,7354.138,27591.256,3692.656,23199.242,5587.016,8297.944,95686.94,11827.138,5799.004,9302.674,16489.206,14657.478,8248.436,34527.726,18919.036,17442.28,27183.636,68218.268,14791.948,6145.814,36808.232,3357.852,13490.822,11425.832,16084.87,240620.934,13144.586,7651.272,27633.486,11555.5,6291.876,43745.46,30600.214,40351.744,43470.054,16408.508,95692.948,16727.224,8591.198,27060.136,10641.736,40782.436,7010.096,56605.55,10329.214,5483.424,7775.968,13192.06,50894.976,43417.046,49798.368,34064.362,29177.956,5998.492,3797.22,15764.032,29999.96,8061.266,60270.168,17552.656,55022.548,38626.242,66743.054,14261.398,42984.082,7599.518,29553.514,25810.622,54768.38,18007.782,16579.14,22578.972,10124.162,58218.502,26000.91,31855.798,15214.988,39602.592,17775.538,7540.698,18084.734,42226.356,17634.828,6260.954,15085.036,69374.44,3475.38,10822.724,14681.318,44423.358,9635.2,258374.818,12518.742,79604.796,18298.576,0,4103.58,6871.288,11379.758,10146.248,25595.154,15184.68,20378.99,9310.62,223659.988,58968.876,53308.264,8594.166,3811.186,16821.29,47376.736,5625.724,15100.722,26373.258,30010.47,17904.338,4835.026,7011.108,4095.008,8652.348,5940.578,2881.52,10423.786,10227.366,6697.25,42379.584,21898.068,10555.812,20659.368,8380.834,3113.786,13165.854,17884.604,7071.834,7847.228,11443.976,11071.492,10039.668,20531.602,43323.374,5416.076,2598.384,4229.916,33590.886,10112.954,198947.304
"760.5829757",12257.424,37030.21,11493.99,777.736,11358.4,40375.44,60990.58,13650.308,23158.16,30285.26,782793.992,945468.082,38073.262,22459.736,20035.798,580672.354,74751.334,924504.33,777750.576,61451.676,47290.558,527942.312,16265.834,415224.974,137434.01,37267.004,241352.364,14487.912,552773.262,333660.328,325840.92,44570.992,26736.012,286377.128,397649.792,33765.222,28343.498,59146.67,37196.596,501304.954,6687.636,606364.88,44968.084,406465.92,40947.488,1592501.366,51878.83,713223.542,771185.424,921027.622,27195.508,11870.826,72449.316,610568.06,54003.578,64491.562,14517.228,1642181.128,1689.102,657034.558,1423339.928,37113.212,44758.048,210267.59,1069530.744,38910.818,73350.934,8635.392,641654.406,6081.608,20123.59,1249.038,47586.562,1119925.08,946.104,496318.208,1241196.226,11975.13,780711.622,22593.102,20624.106,436160.576,11157.616,91573.8,1264926.094,33981.732,26528.27,40991.558,130745.24,5341.922,7932.606,32228.094,28657.406,774925.006,984672.334,1316498.352,23104.492,16806.978,83393.04,43908.946,13810.69,10185.926,627193.778,1120577.03,1152724.688,51661.678,43162.532,322510.686,394173.66,82682.87,827861.29,67858.69,1854958.414,654857.934,26424.248,1155465.784,484431.808,1135075.512,706458.588,1319172.904,31682.698,20566.48,48700.548,5078.558,849157.472,33849.44,1131300.48,56370.164,80402.302,50037.022,1075069.236,39656.802,27188.168,623045.934,2389.08,914561.266,1593670.378,1231527.378,170984.452,29951.926,8651.522,260151.614,884895.842,25944.518,70068.096,1652056.698,23012.546,37057.12,21178.46,1239.938,746558.42,1109587.212,26510.864,1948300.058,102877.248,247531.782,157943.068,723575.518,51463.456,14086.812,904139,1089057.258,593061.894,12336.36,41767.334,4680.03,13575.812,20523.668,10879.088,153468.034,564895.43,437459.754,66529.962,962072.56,41361.19,64756.804,7532.124,5192.006,341297.772,38726.972,22915.738,477071.976,14435.87,29003.366,643937.092,660901.532,88942.384,19008.408,5165.364,270265.694,9613.498,53234.874,483002.812,752064.892,5833.956,146178.888,163467.448,6780.864,19427.166,361697.794,3790.896,20042.22,149824.926,6223.188,14569.252,13213.054,64392.774,18452.364,24924.592,5618.196,24090.992,47759.258,277429.174,13688.534,35142.534
"214.9568231",80268.856,84835.296,86640.846,38158.728,31597.028,68127.674,101927.072,72647.8,125708.384,64676.04,187457.606,44520.21,95591.222,33486.004,57930.32,30786.828,151238.734,52266.876,33948.51,141008.842,42531.182,20568.606,23535.8,84000.486,73484.79,66388.432,174719.44,36121.23,25743.028,71102.046,71915.308,23983.17,33572,44249.2,97697.908,62537.102,46164.524,78902.724,73963.692,64970.586,48808.132,105347.022,32264.068,70358.064,101730.894,31413.908,78919.028,40701.786,74662.898,66634.646,30012.82,380322.682,88153.332,91758.786,149117.104,164919.814,68979.306,62336.546,47538.374,61723.058,67351.366,40535.972,18422.22,0,92097.49,167833.178,56219.902,99834.634,48431.244,49667.174,65148.316,60541.268,41929.196,58928.956,47888.54,70776.242,45906.592,78278.892,55442.924,56382.572,19419.542,81550.974,35810.276,54515.348,35195.188,79859.04,39035.452,86601.454,51303.228,81776.232,78290.898,38980.066,61079.818,37677.456,20231.092,37828.952,106448.6,75706.47,79525.774,62004.968,30985.96,34783.914,50716.912,65630.968,76630.216,64909.056,80141.924,65402.37,61196.02,72680.738,62875.794,37321.52,25832.322,22682.082,30290.882,45872.426,64033.802,45448.702,130788.046,38846.504,200621.184,72781.288,18891.48,44555.25,13563.44,105192.922,75513.582,29012.196,63660.878,55450.958,47452.224,158534.384,68972.748,27946.166,71629.278,49951.37,59640.786,83176.286,43256.5,83636.538,44123.684,235888.892,125110.968,53917.536,27206.14,36687.416,72039.51,118110.77,111769.592,69025.956,18825.796,54575.116,84582.148,78794.058,47822.068,45056.078,27912.396,136318.436,60290.802,38848.382,136890.03,93788.372,51321.588,63150.814,65009.574,21307.762,220946.226,36734.504,48442.858,23732.284,67717.164,27887.126,57933.34,40013.81,239597.522,185071.65,47867.524,69115.338,54974.492,86257.794,101450.664,60149.544,38952.284,40291.72,26471.008,29684.168,98511.924,83007.382,63194.294,58227.152,86514.394,59425.598,32137.898,85032.11,41950.47,36248.65,37072.386,47910.796,34990.866,35800.064,67127.102,49526.642,45955.95,97483.232,34071.536,42751.184,41673.234,36496.914,59502.006,30255.096,48379.762,26138.734,61288.662,36721.04,338549.872
"734.5659504",6545.166,8868.076,896.83,0,5379.938,3953.288,787.05,17126.76,6657.406,4206.666,192219.108,59041.47,9672.21,4944.078,0,38572.33,19530.198,211991.516,96046.768,24577.94,62316.962,255091.57,3302.436,41791.738,12319.904,14829.032,9320.152,4501.262,228094.678,68990.082,81489.496,27666.654,15053.296,64694.012,58852.594,16738.872,7312.328,6643.396,26283.59,20930.174,15283.52,65212.074,5947.304,7683.346,9366.372,70418.794,5607.194,118629.12,61472.73,60806.95,13497.836,10935.198,669382.648,45488.434,20803.772,5901.538,2997.358,62547.57,1268.184,86864.938,111864.044,7591.146,22301.968,9390.508,144467.078,10733.496,5840.824,3199.518,214098.048,8588.59,9555.06,0,13042.398,87619.504,1029.592,355933.79,443030.778,3413.266,47544.032,6660.448,4071.104,64894.638,3716.274,3954.064,82028.986,5173.64,5576.57,26878.582,17966.882,1038.654,4749.83,13057.792,7646.742,75669.218,85175.116,74710.572,22124.04,2837.218,2198.682,908.5,4141.884,5470.49,89022.932,314688.194,266610.108,11340.406,7840.404,111218.75,10975.534,10238.056,189622.722,9115.966,92000.826,49506.514,9143.338,454084.052,61125.122,133496.87,44962.502,395786.094,18483.43,6162.142,15162.372,0,56876.248,9774.252,109486.226,11964.598,17671.482,5022.376,399914.33,15971.026,6148.902,80691.2,768.624,59539.248,119138.052,358310.328,34463.11,16565.522,2596.124,90266.886,278316.396,6588.744,17993.852,333262.94,10702.29,15845.812,2297.036,0,72887.69,260730.254,4780.112,250169.472,19090.156,88370.682,19436.208,34195.27,11906.702,2322.856,87300.088,117786.244,37242.442,3177.86,2934.8,1342.958,2170.452,1133.64,4603.868,24493.12,65183.61,7674.66,10741.542,105217.012,10318.498,15133.112,747.748,0,3266.898,2383.39,2554.02,26475.922,2360.176,15799.962,2672.44,70935.778,19291.344,2055.28,1116.312,1696.968,1083.38,7320.87,14607.27,85714.3,837.748,10593.592,18111.202,6559.744,1018.16,32035.846,732.16,6277.01,56965.828,759,1872.072,3323.978,729.996,4183.434,24425.192,0,5507.814,0,2374.388,1185.31,8920.672
"661.4892848",5855.492,3255.27,114299.192,7886.068,7066.046,101171.236,7085.946,2684.04,8445.866,8457.56,374072.58,11354.838,4615.264,7669.208,4154.8,6549.316,6266.178,342271.528,8831.31,7420.9,472378.382,14064.306,12948.118,6697.004,404457.768,10989.788,85462.368,6043.508,11174.532,42205.392,8257.776,8167.902,6588.444,5819.366,8562.434,7480.096,660665.662,4845.3,15774.346,11032.402,12044.234,6990.968,9053.43,5547.496,5956.734,14311.012,2396.952,3693.554,43728.972,218395.536,6992.578,11427.222,5076.062,623658.774,5501.182,5963.574,13782.632,4385.568,6377.926,553135.906,10050.348,9626.664,8585.848,5441.236,5892.912,12918.678,1498.464,6184.536,3672.262,3587.914,4626.354,5056,14760.472,10613.41,2858.452,154344.454,5656.678,6014.632,2352.538,5111.496,5459.704,4291.872,4785.978,11400.93,3474.444,9947.758,5962.562,6599.92,10590.006,8801.612,3637.244,2800.776,3982.214,6610.99,13707.444,5875.038,5944.792,6763.172,6754.78,8657.846,4942.044,10458.134,16523.41,14200.264,4760.656,55853.848,8594.656,2240.056,4802.566,12168.91,6412.872,4314.704,5445.368,3422.944,1642.156,9051.93,4741.684,1912.446,12728.482,0,5743.52,3999.834,6015.156,6504.3,4484.952,11958.926,13436.07,6922.984,4932.532,13388.028,10287.566,11875.87,8150.622,11728.964,4733.496,6012.972,2771.652,6026.32,6475.152,7075.516,3729.072,4811.32,2659.462,4359.086,6149.836,7720.362,7424.544,5375.188,1524.586,3324.434,10835.516,5948.622,2161.49,6902.484,7568.026,2021.186,3412.836,10145.23,6140.672,5522.956,4511.312,6117.362,2700.882,5564.222,15338.922,1812.632,2901.216,6938.624,4815.724,7063.084,12874.05,23845.388,4007.752,15647.15,8283.128,11417.19,11509.644,9272.584,4189.83,3638.54,6548.052,2293.434,3966.784,4016.772,1181.142,3715.64,3532.784,1888.856,17227.496,1737.44,4454.292,3793.2,8244,8439.17,1907.548,3732.916,42834.58,3472.924,3205.488,1597.548,6907.512,19833.604,3597.3,4461.622,2817.832,4116.71,4573.432,2983.822,13038.03,20262.45,4158.384,5561.69,3130.282,755.608,4903.746
"592.4859699",842.556,7320.474,2026.47,0,254716.464,25636.156,1845.906,5094.366,45184.02,152060.596,247943.54,943.188,7211.106,13843.054,2003.98,2385.306,4097.554,86666.186,138241.054,36522.1,850083.96,7525.864,0,6723.978,50799.894,5709.978,26149.054,33102.04,21981.284,41611.762,99877.898,8557.158,32112.162,18268.712,6655.798,6936.884,1103.184,19652.698,15167.064,14258.038,158310.658,31635.508,5849.47,490903.38,6994.792,1083.726,12718.8,6728.046,3799.832,2547.564,57800.426,6409.656,195063.756,307518.806,172945.436,29522.898,2825.168,10504.022,20045.868,8330.138,1024.432,68097.424,186992.414,5479.572,463047.704,394679.666,15880.562,5213.988,13356.206,5618.03,10566.222,1685.452,21042.84,34107.326,11141.268,60945.86,121641.504,12024.596,2920.69,31024.888,44782.386,18061.466,15930.244,6822.352,4278.656,4792.524,52336.354,187780.694,4543.646,18019.66,949.228,73006.084,8150.642,15076.69,57748.654,5354.964,33490.824,27601.256,2335.752,4496.472,5651.968,36112.374,9580.988,45280.86,5085.712,24929.372,13938.47,63015.726,95481.83,48988.98,5336.352,2325.54,0,7561.384,8350.084,23725.236,11210.964,42658.266,12926.26,32943.428,33465.448,1939.668,10661.202,1525.118,4486.144,13952.922,10813.664,12939.816,5162.238,33146.022,160333.782,141532.094,6180.65,41442.024,1099.714,10138.34,7392.292,11824.198,8420.048,39301.144,3460.186,7596.112,25997.794,10720.29,2772.072,3500.558,10050.5,50376.354,0,1556.892,3871.536,0,36031.744,42042.946,9396.538,955.188,6311.57,49795.976,6698.608,937.752,27394.288,20964.186,10592.102,20658.21,14984.676,732.536,10072.62,7619.676,1389.606,13684.368,3148.52,9281.286,4112.442,12473.86,66572.416,49857.218,1028.52,3891.538,3079.092,36119.922,2514.9,11385.966,21727.182,8856.492,18103.65,1208.562,26778.2,2242.162,4376.858,6951.268,1310.08,12366.562,2265.488,14603.718,1137.882,13607.166,10271.466,1818.082,1006.368,1657.712,3307.394,5092.956,901.494,986.936,3131.08,2043.842,1660.894,1873.528,35589.03,1708.938,1800.364,6283.466,1196.832,2480.864,26028.242
"1043.74135",1257.056,84682.848,12973.678,146816.262,65120.444,23369.234,74960.072,51424.924,15567.176,266789.894,305677.7,67965.378,38551.034,574075.774,17554.264,50899.306,61504.416,288781.454,396028.532,23239.524,16693.182,66355.032,64175.838,63270.484,126757.126,400416.058,838.368,52716.678,146845.566,28848.314,528696.79,392989.914,65133.28,251409.43,245681.56,454380.928,26294.136,10549.526,32254.178,786.03,218824.53,671483.822,18663.118,668474.704,4575.9,457839.146,4489.984,8549.582,167770.104,311667.004,15264.038,86112.4,393146.398,424415.802,285198.388,175701.136,667462.942,3891.058,1330.758,27339.48,419330.392,208689.012,457755.854,425342.404,93093.496,278026.91,0,3759.272,1633.68,2053.736,1428.062,3258.254,75473.17,3074.088,992.31,23638.134,5013.346,0,0,2167.326,782.772,4140.07,2354.246,24359.254,15694.39,1441.648,2974.868,87199.33,0,0,0,0,2618.814,1803.17,0,2290.238,3591.478,21842.78,5145.308,1791.504,0,0,803.79,889.432,7736.738,7295.052,4655.442,1818.504,861.792,2130.376,12838.008,4564.684,13787.524,8954.602,33473.122,42915.394,3224.78,7073.172,4992.438,8754.772,3099.19,4803.804,2007.042,4392.388,2221.064,33865.942,925.188,16404.144,3908.6,44342.358,37283.678,2042.916,8967.624,3826.866,9636.244,3119.13,6095.424,1578.72,1282.26,6771.524,1519.928,1731.128,11897.26,3094.494,0,0,3378.984,793.092,7274.128,15562.568,3073.758,18314.4,5271.81,17395.452,1519.018,4471.968,4711.204,6737.986,2808.582,14511.424,2662.54,2151.936,4567.132,8999.06,3289.782,0,0,0,0,3596.564,2903.4,4165.162,6100.234,4188.582,3235.044,0,0,750.552,8052.23,879.648,0,10694.706,4935.808,0,0,10622.932,3402.552,0,6744.536,0,0,9821.84,2156.66,1432.444,0,0,773.55,6759.202,0,0,0,0,0,744.588,0,3140.676,0,1636.352,0,0,0,0,0,0,1864.13
"760.5844672",4075.764,7905.006,13006.59,8147.852,4058.134,8134.942,13518.936,22317.414,20435.922,6573.488,185903.174,90650.912,35682.134,16817.456,8491.434,104039.854,71134.288,139576.462,489035.636,39759.546,74253.84,87656.764,10913.19,256687.79,17328.262,30169.964,9321.91,6139.18,189716.26,104210.688,72568.02,28830.996,12607.408,215373.398,169989.836,23550.754,15951.402,8945.564,33633.632,39352.406,11616.644,59837.756,24583.404,17872.582,29862.03,238658.966,14395.112,178011.74,388347.746,87495.57,15693.91,11860.296,165967.058,45188.374,10858.904,18105.736,12425.188,333645.218,13714.112,86889.686,414082.964,11773.788,29872.898,12510.386,435922.198,24477.724,11750.942,9273.732,168651.722,16696.246,10765.45,16564.094,48542.756,277551.13,15793.268,123939.368,345616.194,10785.796,104181.728,28228.15,18389.292,92316.326,18264.068,49645.202,350791.636,23063.664,26396.936,22154.424,28650.412,9154.994,0,37175.096,21863.846,177952.912,136164.304,252773.128,20103.32,18500.042,5260.344,5699.348,7115.032,9014.162,57134.986,300237.18,718232.812,11526.972,33015.956,501576.222,17937.46,23915.69,86296.84,28579.914,406222.182,237034.892,20163.924,229718.812,113204.294,192056.906,104099.208,228999.476,29407.418,14205.234,21127.538,4107.098,130038.514,13329.374,426167.756,22574.606,37751.458,33455.978,362658.024,23427.194,4684.27,283773.738,5453.648,180900.192,473655.368,318809.802,30818.758,19705.13,3982.48,48954.416,141981.01,11339.376,8850.578,308388.442,19840.572,18817.704,8007.832,7285.726,281579.706,340943.816,18324.034,601035.708,21989.48,324222,17457.23,114097.48,52707.418,18261.054,342648.844,455514.082,321381.538,3060.256,5457.402,3575.056,8984.462,867.312,4539.924,24117.182,161655.878,28989.696,53382.084,230191.01,14324.478,19955.096,1470.444,0,40667.312,3468.136,4818.952,45191.212,5969.172,14161.032,62574.224,227129.702,70481.148,9007.704,1154,5405.694,4111.514,26413.006,7777.998,205105.53,2224.206,54423.914,37962.204,27172.482,5361.916,35192.136,0,4764.524,67227.794,0,7245.296,2796.08,3384.612,12486.152,14037.124,3886.364,21802.312,852.48,925.75,10181.528,28717.88
"734.5632227",2872.962,4092.932,2093.32,866.1,4066.192,6675.5,3094.572,7426.164,9030.666,11583.092,182107.84,118606.266,18614.228,10503.196,854.07,49968.64,31668.98,192696.866,108434.156,16334.442,121541.444,182177.736,6632.152,86539.932,14617.32,21216.206,22239.294,3308.85,222303.388,73204.672,125836.36,41078.652,22782.422,84111.978,83939.32,23091.892,9592.818,11964.48,30675.274,57676.66,19417.654,172681.444,10345.648,20733.106,3642.668,122612.67,7458.552,40118.796,81164.502,100125.192,15405.78,9848.632,440053.148,99043.246,21271.022,14281.394,9184.918,58198.71,3863.68,84865.756,159443.144,7467.932,24624.894,26678.08,203029.49,15140.372,11810.46,5418.982,110259.844,11892.062,5329,1371.192,13042.398,44596.696,0,180781.25,203461.402,3413.266,53423.898,15229.296,4071.104,32376.43,6248.846,2084.658,54364.834,13446.834,12671.214,40265.646,9805.566,2053.146,2263.818,11442.286,6286.71,42799.952,78293.992,97548.416,21613.706,3796.002,2198.682,908.5,3105.624,6356.222,62518.02,117020.476,102738.074,10461.848,10859.216,77602.252,13977.424,26592.348,103275.114,3820.04,48541.892,31676.302,7100.692,151229.762,43652.48,115035.482,24200.302,144277.45,24315.018,5631.964,8088.24,0,17957.728,4087.104,99548.714,16630.558,11563.024,15754.676,121369.004,18120.616,8001.664,37944.554,768.624,59539.248,69804.92,84539.976,44606.804,22706.502,957.216,80326.566,104828.038,7898.814,10689.816,80080.808,8309.758,9089.238,1304.688,1771.224,66060.338,281030.734,8628.358,251691.712,5875.914,62917.748,9844.844,27903.332,10291.322,2450.318,90716.856,142545.734,28306.206,2012.23,4428.894,1408.464,852.244,849.598,3082.178,22164.898,54549.224,13807.534,5753.734,36510.332,6565.74,21943.636,0,717.804,30092.59,2795.918,1178.76,20077.108,1941.814,16352.78,10811.952,54641.492,12558.62,996.134,2080.228,3039.124,2971.252,4999.102,24388.96,53054.656,1187.264,4790.326,8421.83,6924.554,2602.214,34404.822,757.18,5279.668,23315.706,0,810.536,2005.908,0,931.546,10882.608,1753.768,3675.238,0,786.38,2841.232,11649.02
"120.0737442",2549.212,69517.878,51149.128,19801.222,61138.436,29696.792,17597.576,3375.168,93084.228,29959.712,237322.468,17365.888,38126.968,12700.31,4799.804,5320.994,50763.122,27068.606,9811.294,59916.202,31172.928,53972.36,5543.596,15815.42,33706.68,8500.524,30047.392,6436.034,14284.23,15030.706,28088.382,20328.336,57959.06,35997.764,60009.968,69358.43,26745.7,39863.33,37211.854,61723.518,6436.092,262358.36,33706.786,3696.618,21892.744,2171.414,47866.914,51621.634,4011.17,10671.786,50809.356,50252.484,112315.144,98405.062,94402.05,52038.614,68965.492,26718.156,22338.062,22199.026,39283.826,20016.282,46121.608,0,46348.416,59473.01,2326.94,59415.598,27320.85,11323.46,22455.306,10826.478,39100.99,16025.42,0,89841.63,14518.438,5029.742,11918.896,41679.286,51810.202,20097.854,45294.524,33421.066,31673.702,62399.684,80857.662,58249.702,13956.084,29719.51,1551.984,20340.82,5844.386,25206.066,88165.266,0,5191.804,48129.036,16585.198,10078.072,26083.818,28074.534,40800.362,38212.028,21290.486,91864.858,28978.642,18429.776,40158.826,35998.468,44408.306,19687.694,41220.452,10616.628,5249.788,33206.312,41189.846,49418.906,46408.398,42385.006,76177.934,36615.644,12243.268,8385.03,15927.282,47637.84,5670.15,51983.284,18969.398,73074.136,63118.48,306810.14,25905.002,75720.032,2382.778,45432.442,42825.554,29998.948,16573.872,25699.466,22939.048,11771.308,36256.236,22804.566,32898.326,21029.056,53792.158,30777.338,3401.98,4277.57,44293.398,45935.996,18808.9,13541.372,55007.856,3778.208,42054.524,30569.774,43919.714,7402.526,136963.176,55501.89,43600.32,29248.868,16703.904,4525.864,3400.666,8510.606,10089.712,48565.246,29760.528,49298.91,21097.074,121500.992,103876.016,131394.238,12146.066,6662.834,29249.2,49139.66,1817.86,15298.586,31825.504,91784.9,17406.652,5154.126,26575.032,5846.148,3805.082,6355.762,7474.99,8584.756,16089.55,14966.254,37710.004,27793.43,13685.006,38041.552,3394.306,3692.056,12623.638,16154.972,6574.276,2826.672,4102.318,8421.776,6098.502,27497.044,96039.94,3091.808,2416.062,5209.114,27117.104,8638.932,110644.748
