"","4.1pa","3.3Bz","1.3Bx","1.3By","4.1Bx","3.3Bx","1.3Bz","3.3By","4.1By","4.1Bz","4.2Bx","5.1Bz","5.2Bx","5.1By","1.3pa","4.3Bz","6.2By","5.1Bx","4.2By","3.3pa","4.2Bz","4.3Bx","8.1By","5.2Bz","5.3Bz","7.1By","6.3Bx","4.3pa","5.1pa","5.3Bx","6.2Bx","4.2pa","4.3By","6.2Bz","7.1Bz","6.1By","6.3Bz","5.3pa","7.1pa","6.3pa","6.1pa","6.1Bz","5.3By","6.1Bx","8.3pa","9.2Bx","8.3By","8.3Bx","10.1Bz","9.1Bz","8.2By","7.1Bx","8.1Bz","8.1Bx","6.2pa","10.1By","9.2By","8.3Bz","11.1Bx","10.2Bx","9.2Bz","9.1pa","9.2pa","10.1pa","10.1Bx","8.1pa","12.2pa","11.2By","11.2pa","11.1Bz","11.2Bx","11.1By","10.2By","12.1Bx","11.1pa","10.2Bz","12.1Bz","13.1Bx","12.2By","12.1pa","12.2Bz","12.2Bx","13.1By","12.3By","12.3Bz","14.1pa","12.1By","10.2pa","15.3Bx","15.2pa","15.3pa","14.1By","15.1Bz","14.1Bz","11.2Bz","13.1Bz","15.1pa","12.3pa","12.3Bx","15.3Bz","15.3By","15.2By","15.2Bx","15.1Bx","16.1Bx","16.2pa","16.1By","13.1pa","15.2Bz","14.1Bx","16.2Bx","16.3By","16.2Bz","16.3Bx","17.1pa","17.2Bx","17.1Bx","17.1By","16.3Bz","16.1Bz","16.1pa","18.2Bx","17.3pa","17.3By","17.3Bz","17.2pa","18.1By","16.2By","16.3pa","17.1Bz","17.2Bz","17.2By","18.3By","19.2Bx","19.3Bx","19.1Bz","18.3Bz","18.2By","18.2Bz","19.1By","17.3Bx","18.1Bz","19.1Bx","19.2By","20.1By","19.2Bz","19.2pa","18.2pa","19.3pa","19.3Bz","20.2Bx","19.1pa","18.1pa","18.1Bx","20.2By","22.2Bx","22.2pa","22.2Bz","20.3Bz","19.3By","20.1Bz","20.2Bz","20.3By","18.3pa","18.3Bx","24.2pa","23.2By","23.2Bx","22.3By","22.3Bz","22.3Bx","20.3Bx","23.1By","20.1Bx","20.1pa","20.2pa","24.2Bz","23.2Bz","23.1Bx","24.2By","23.2pa","23.1Bz","22.3pa","22.2By","24.1By","24.1Bx","20.3pa","26.1By","25.2Bz","26.1Bz","26.1pa","23.1pa","25.2Bx","25.1Bz","24.2Bx","24.1Bz","25.1Bx","24.1pa","27.2By","27.1Bx","26.2Bz","25.2By","26.1Bx","26.2Bx","27.1By","26.2pa","27.1Bz","26.2By","25.1By","25.2pa","27.1pa","27.2Bx","27.2Bz","27.2pa","25.1pa"
"285.2749399",78755.55,361482.34,135126.888,884810.634,99078.386,96508.192,124315.938,513608.196,216269.864,142265.904,74627.878,26235.284,83064.172,30192.702,534103.092,62295.42,38883.494,52112.436,136544.838,155752.624,80827.744,48452.184,28184.016,101118.642,116254.49,42739.83,19383.398,59917.852,48124.712,26652.196,81733.392,188048.364,82985.138,34937.168,38481.742,42430.972,60884.86,64141.594,16077.194,25344.8,25033.212,46811.38,64336.954,43255.042,11232.596,12578.356,40458.888,19966.41,16102.618,29066.192,35796.852,30820.232,73796.39,32321.97,47149.666,43437.002,15520.002,23368.134,25628.314,20740.892,29487.008,16166.076,31375.148,28178.936,16880.4,37854.862,18572.454,10538.964,10228.272,17924.208,24076.3,47667.688,33943.368,6760.392,66551.144,45029.75,10752.126,5876.072,26232.384,10396.448,9596.852,31287.81,13398.248,14526.332,26667.928,14998.742,23769.714,35577.142,81640.74,10541.246,83302.63,25704.934,6049.172,37885.598,50822.768,7721.106,7015,17175.764,16349.692,99091.332,40610.558,11773.306,21901.09,24577.788,9527.282,10900.894,16218.39,16152.788,10740.46,12134.848,16793.43,12354.678,11801.164,34747.77,4852.382,4214.302,14499.102,10051.502,19857.492,14939.626,6557.42,101249.106,94139.2,204562.808,119050.33,10821.588,18613.584,8518.9,32402.732,11556.01,100340.092,213139.316,53717.532,32731.73,25093.528,20494.914,33498.032,92603.438,67309.296,32840.878,122542.786,25369.416,114040.06,28410.468,31819.928,32402.826,61417.208,55130.744,18015.88,10779.654,13810.852,45308.25,30543.036,27966.792,21910.576,23802.634,43353.658,26633.408,74014.94,10448.19,21589.738,46598.946,38814.486,25063.478,42511.204,31436.828,23567.346,8759.484,23756.552,102265.554,59081.302,294621.8,32032.606,54500.366,16388.552,29025.57,16738.19,14208.506,20641.664,44306.79,36516.844,15957.33,30330.382,44506.914,109526.856,83221.016,293641.292,50908.392,13096.1,34879.758,43797.502,30345.642,34664.82,44120.092,45025.476,88116.372,38500.658,73475.138,25714.062,16712.96,26266.43,22015.452,40590.254,28544.486,15069.12,14528.616,36198.568,33098.924,87007.906,22040.838,35088.102,28790.558,27009.154,37118.29,45464.34
"329.2425974",21414.826,77596.93,259497.602,184315.51,208163.564,181623.994,275696.944,279898.94,162431.852,218570.21,195526.014,256642.204,134489.04,160299.592,380354.714,103270.468,212254.634,154683.26,134822.308,283881.466,130031.728,120298.09,24424.148,156931.566,181059.278,126771.62,127718.958,214199.076,193230.668,185523.618,127936.794,263690.676,139154.65,116746.228,175942.504,175826.826,136598.202,233076.214,157818.544,259658.748,324922.22,120037.884,208661.188,158275.706,123108.756,85417.028,187013.634,243221.848,83523.98,86560.264,196584.434,195618.906,174466.512,108462.046,239612.674,102776.932,160570.446,166876.662,193479.774,114248.394,129509.148,240772.804,186622.81,165428.612,169048.19,133418.41,13017.082,193567.164,220060.6,271989.358,128485.894,143543.71,165534.772,122197.77,204444.218,163233.832,71331.332,6598.508,94473.332,149919.414,156013.49,131502.712,208297.514,172251.046,139220.688,143511.628,162743.294,228319.352,243275.442,225962.758,133705.38,170987.512,202586.466,170470.63,133752.124,165238.824,154282.16,246535.738,169120.034,259693.806,376843.9,1284.304,192251.588,130960.68,172693.848,115609.176,209327.506,157613.588,145235.27,144746.1,100961.628,211788.658,98325.75,92856.908,256286.094,178596.712,187993.76,259158.998,257887.198,203721.692,225246.462,84801.706,214822.922,198178.05,227913.158,205630.908,142245.848,172343.994,264523.252,148956.808,89612.17,132483.772,174282.652,137129.642,134092.992,100756.166,125322,116689.728,112891.186,145135.002,231048.612,171416.942,82765.232,158190.308,111283.028,162926.958,152882.97,144910.328,209331.302,100983.158,107531.622,50711.408,88205.636,166108.932,163890.616,64161.842,114151.598,59197.28,184840.638,146928.524,91762.828,131144.424,219109.32,204072.126,188925.692,19269.032,44989.34,61558.524,239729.886,243006.62,188490.838,120482.868,207687.436,115142.472,137707.908,123158.528,103792.374,57696.568,110577.756,163784.028,156000.34,133008.954,226531.002,129020.484,188209.244,148863.284,300676.292,134583.634,181010.766,76924.508,79759.202,204075.972,120906.694,231446.448,214254.288,222101.692,169813.068,285474.954,42151.026,163700.558,205227.87,133395.808,74157.306,158873.418,95322.67,199296.934,175391.934,263114.524,222360.704,154909.734,161282.204,77617.024,185278.654,91353.262,407362.706
"943.9915625",142884.176,297955.954,1880303.238,504083.154,172136.09,220935.14,93383.48,532994.816,124331.112,73967.512,80835.34,27768.3,31090.724,27359.982,222311.364,86110.038,13935.168,25682.692,83723.278,167222.454,141887.898,94496.606,31099.382,53092.562,55184.214,23279.85,12843.19,28911.328,45809.204,45238.864,32725.414,64542.796,87450.22,31365.63,24584.472,44102.742,23439.084,41316.324,21472.98,31769.534,21954.3,51494.146,74620.884,31640.62,43764.292,7700.066,11660.816,33697.48,8413.58,37146.522,8659.128,18708.45,36833.838,15324.724,25406.86,13589.824,19652.99,46858.98,71272.458,19594.884,12250.982,16835.978,17576.9,31635.15,9226.252,32596.016,39914.898,93918.23,28155.312,150989.326,83511.756,94655.75,20635.414,46150.422,283548.438,18045.108,50054.75,14600.45,76479.67,21733.884,49856.972,105637.046,27830.484,9155.86,41404.39,40914.966,49673.296,16018.048,47911.732,35428.55,21115.944,22551.528,19222.358,61030.5,106896.08,16718.252,45280.488,29312.688,16067.128,71335.94,36802.16,43008.004,72340.4,42348.106,29873.642,49000.106,60521.91,18592.208,10601.056,93862.142,29327.426,27705.602,23168.664,18925.924,14014.058,20719.562,23500.17,40760.422,27040.298,9540.014,20208.448,351659.072,260500.06,66481.566,175474.746,37271.654,15755.88,26445.03,24898.412,11928.57,2273184.024,610282.59,18621.08,233940.066,29229.374,87788.414,54104.838,162829.736,109727.032,322458.06,387614.476,44140.928,475021.974,142594.264,47595.766,134164.278,139400.614,120889.14,12974.482,28743.9,80115.68,681211.452,28333.422,86640.228,32610.646,100464.078,95986.764,38571.726,80079.92,43403.914,59035.19,22740.24,136871.39,38129.65,63214.22,19022.55,21272.856,22534.308,38228.282,29326.458,84682.308,64839.064,14985.434,151508.71,42073.774,151644.618,14875.97,28499.968,15524.472,29831.668,8909.604,10327.716,36913.06,63729.048,72753.57,66155.516,60884.708,22876.386,10776.68,15943.192,20346.47,12982.454,11915.942,35042.288,10209.046,58723.826,42272.818,102498.408,8491.118,19816.382,26080.656,11620.456,34644.234,14946.652,15656.774,19184.022,41133.898,6865.878,37035.014,20438.34,17985.34,17191.476,13882.418,26089.316,11184.972
"329.0683084",4281.952,99496.408,61275.758,11096.774,15960.24,3298.658,9527.092,6910.112,33734.836,5477.082,190450.726,9003.87,20323.04,5901.64,10681.884,8301.062,26200.562,9232.52,4088.5,8385.944,12004.768,15125.83,16950.356,9035.224,16649.69,7903.612,11205.766,13875.186,6553.506,5853.928,14355.226,7223.452,51400.492,31482.548,13291.07,42001.978,15608.692,8224.824,6013.96,13917.264,7221.208,213857.038,12322.334,5473.484,13013.186,5063.562,39835.292,78005.162,5134.776,13018.136,4273.332,14956.282,37385,147447.448,37600.298,90003.662,68098.938,11206.908,8760.422,21414.454,22298.16,7702.868,7824.542,0,47467.85,128079.838,11760.914,76865.906,27874.564,6792.274,27830.636,13847.604,22609.828,6984.93,13209.962,76843.018,12391.29,10473.906,6057.072,22843.644,12387.542,17743.056,48851.318,9335.328,10037.66,31040.11,44417.114,16955.74,7432.19,50147.554,5009.812,9207.868,9880.574,16844.212,61773.562,9583.98,7814.454,10594.514,17941.962,5160.08,13385.51,15216.87,55296.748,31414.46,8348.734,28447.132,11114.986,3987.368,14911.592,29353.156,29437.724,21662.924,23106.988,10624.746,12522.654,11383.856,15863.346,42025.126,33093.748,27158.718,16470.312,21567.362,9660.178,5315.162,16103.194,15680.23,12867.642,41050.26,17004.16,48027.614,24082.698,46527.006,16819.928,39648.828,14410.212,27822.996,19300.708,38506.052,9566.3,20494.202,42302.446,8032.152,71049.916,11844.252,29720.572,17452.836,22955.264,22397.228,11463.244,9382.396,29750.374,9907.476,7470.68,6082.128,72656.452,3565.042,10652.614,13697.106,71252.168,11215.308,197349.33,10172.56,107620.576,14116.216,233859.484,11666.176,4831.864,6803.646,4218.886,19297.026,6485.752,61371.874,12697.736,130673.556,59527.896,19143.94,8907.99,5659.162,12502.122,44220.848,15663.454,15859.328,42761.918,22209.482,13870.37,12852.596,28505.396,3724.712,6955.362,2990.78,4020.39,10822.28,7401.28,12051.56,31303.706,7159.38,9993.906,22889.878,7218.244,9878.43,12831.662,22090.658,4203.878,7233.424,4107.594,9324.582,9964.08,7835.772,30629.924,7030.202,5634.83,9476.45,40433.984,9012.472,113399.554
"959.9516092",92593.268,157658.952,1584381.96,260463.904,104902.342,233505.552,523574.068,503203.906,26001.06,39348.654,38824.46,17597.832,37083.374,13625.35,382092.9,76693.32,44819.812,19904.982,88024.376,156121.566,25217.324,115842.714,19461.902,26833.56,19552.892,12448.326,18376.4,40983.19,4815.904,13449.072,48112.348,25567.106,45590.144,13135.042,10990.778,29875.2,17074.554,34100.826,14237.276,30628.658,35244.348,28835.504,42109.212,19743.972,42667.792,14667.796,42673.288,69241.374,12391.85,23957.474,18115.506,28901.312,15776.08,25391.734,25920.894,8257.602,13304.048,33436.024,61865.772,13407.322,10343.74,29270.822,29074.9,15529.48,15914.786,10401.786,32257.566,90334.012,78693.078,109216.56,58864.996,73199.986,10618.354,22392.136,75954.372,16813.07,20112.258,13232.914,59587.794,17023.258,59050.972,34590.426,30003.336,20416.2,19027.834,45329.636,40013.624,7917.196,102215.296,35191.174,65166.572,0,12317.934,21640.66,15058.272,33646.63,17726.088,32690.25,11660.26,49226.846,51160.706,10111.188,25489.716,47824.098,9229.06,17646.032,5165.272,18153.552,10647.068,20773.964,16728.57,29955.536,22630.422,14737.946,29237.196,7231.592,15143.61,24383.564,61253.43,26218,15947.368,471601.062,491859.288,274794.016,662476.688,16386.472,31678.634,23965.934,19835.57,27644.432,353630.526,411681.404,25977.464,90152.75,24369.344,154979.582,52468.734,218982.95,174358.474,197865.172,165630.932,12606.276,82202.55,82039.498,59082.728,63283.68,144020.194,713933.554,11991.286,28244.808,59316.566,220216.798,29612.34,12287.806,81086.306,40093.876,56657.588,48976.076,73885.768,9601.6,22461.636,33819.502,33101.796,60892.228,53227.476,30685.562,28430.854,19556.168,58519.276,39556.608,56751.752,61749.674,48264.18,85089.3,18610.172,31992.096,46647.56,14223.708,24504.04,41251.244,8505.12,13656.664,19572.218,49612.516,52375.906,43783.526,9083.556,19991.978,10645.774,27680.35,23048.816,26892.5,20417.432,14557.894,14376.362,29167.836,13988.794,46085.116,24099.424,8275.272,14644.572,10904.144,26528.772,15188.178,23393.916,7364.43,16324.27,10942.614,31075.714,15496.312,8985.132,50271.942,16557.674,27633.732,8851.168
"205.1458338",6354.872,488270.844,5009303.682,286388.788,1744096.996,492269.074,846452.552,493336.082,1254462.116,6114887.834,3885596.168,200891.632,930169.078,250146.432,4326591.75,394106.48,803162.912,68080.772,3260583.366,2094387.07,1628053.122,327401.488,7313.932,9832728.216,4557864.668,291504.482,5723601.882,1483205.208,4996728.168,5965481.08,1033071.33,5582143.946,851760.286,5084102.608,658989.008,234142.866,5830613.726,2317215.78,379637.588,2744976.618,315099.63,589668.432,5131162.348,529529.616,23760.572,750344.876,575896.624,257377.992,2515704.7,2312653.466,543636.398,437488.086,5725471.22,3688979.26,448008.224,2711099.442,441197.444,288825.864,6475.538,4897951.406,290889.456,5703826.342,294352.994,283174.142,376249.834,3981055.028,5054.184,11427.144,10911.27,5172.396,8826.184,5536.688,5001691.612,59427.946,4366.644,3733039.36,38482.95,5365.242,53875.516,46301.348,40353.124,11382.228,55202.606,38854.768,40381.358,47207.664,48952.698,5413423.404,18962.286,93365.202,51731.778,42699.048,64881.318,39904.396,4939.156,80609.998,56462.63,42206.248,86722.74,32411.922,18781.104,81099.254,58671.568,30808.326,69793.29,111524.218,64566.88,47329.344,50492.866,57529.992,68795.02,28813.146,90527.514,5887.07,132208.76,84128.8,146581.06,104061.166,23774.69,67640.842,102259.654,184640.444,12018.68,1367.228,2297.492,137399.88,10655.3,75458.472,9956.562,86075.084,60945.876,58774.682,16138.232,8603.792,54948.442,18264.254,11751.444,137340.29,161989.286,9540.562,9002.758,20074.252,6867.396,14436.898,24869.058,8013.62,9831.926,107613.876,80563.286,90621.666,22145.232,5459.422,22913.09,4750.776,21050.178,45170.144,46164.426,35242.242,30116.734,72310.152,38309.604,29030.464,10446.482,9569.788,16817.548,2136.488,79507.224,45450.736,34376.76,33795.598,31819.622,8150.662,43082.434,13516.076,8186.19,33679.036,70802.92,331040.468,39758.882,44670.386,46515.67,27909.57,28795.888,34209.594,22543.314,35157.73,8452.034,50290.498,31931.01,61137.74,41574.82,28716.55,83217.164,75276.69,77379.836,45259.146,35469.656,15491.778,218090.948,102255.856,110635.982,57557.438,66337.934,125744.042,115821.948,131276.952,67443.326,67475.576,58918.22,181282.796,97949.966,93751.736,84014.708,117926.102,31280.986
"353.0434872",4591.14,206163.89,971084.076,684349.388,5172535.174,3583176.77,2672307.726,294614.73,4977405.226,4737121.178,2679579.968,391638.386,1515367.542,423193.38,3847051.14,4539489.764,431844.45,1868137.26,5989833.376,4824475.934,474482.418,3369050.658,11849.254,559457.906,2822412.234,592535.962,456308.43,5899737.972,5650425.416,4299366.316,408102.804,5985300.384,325228.708,404065.89,468359.8,447519.482,449280.308,2075664.006,398071.752,360744.39,5146697.92,397420.716,1541341.73,3399898.338,564534.35,254661.002,283958.378,334435.492,399922.832,375397.276,440935.814,706723.584,498854.614,446296.07,369671.478,523583.864,518067.09,292791.362,9792.616,424828.562,487565.062,544971.684,634297.704,431728.598,474547.014,594054.236,7077.184,6926.358,8206.5,11883.48,17306.184,9083.918,394122.4,6056.512,6350.624,488158.05,12869.864,5967.728,7445.12,3321.194,6094.54,12778.196,8907.6,242286.176,209804.14,8569.316,10574.442,596985.444,97107.572,8667.182,209423.038,3930.056,3329.484,5814.87,3426.598,8923.49,7522.304,179956.202,139197.022,227783.216,187353.014,10619.262,10031.872,8883.726,13783.582,9511.648,8285.85,6812.79,13676.232,11022.874,8627.392,181039.954,8332.422,157091.992,8761.284,8397.034,7753.336,11660.278,389855.736,4192.62,9864.7,5124.648,198915.17,279983.834,322356.974,6395.914,129498.622,8221.122,1300917.75,6727.154,7845.894,10002.598,281379.918,4080.346,484062.578,8871.158,306295.172,7328.08,5711.934,5970.234,375251.214,538640.892,8770.902,6742.884,9083.522,4426.706,11429.52,11550.214,234652.886,370410.294,3997.296,6099.446,527458.512,533026.706,6619.474,9932.808,9639.104,6986.964,671020.598,360056.046,8855.288,10163.566,308562.75,516729.93,390669.57,9973.346,99089.146,114446.932,304189.41,314185.744,244503.768,220191.18,243752.888,20205.416,5027.814,5002.186,525440.758,105766.216,192221.412,907447.3,336924.216,261018.81,166555.42,6401.72,176869.184,125543.568,324141.574,4741.51,485184.038,168934.338,196416.444,228256.888,543785.034,448473.422,727104.816,166788.868,684094.038,939368.24,287142.4,426288.398,614500.964,297609.498,152440.968,399752.154,247337.554,414155.78,216530.346,623451.302,677180.842,276268.512,550216.594,715750.066,571567,628776.754,892689.154
"285.2216496",42243.854,67413.19,684202.618,488816.526,3868449.188,3027007.204,2655757.838,85543.492,2002299.352,3613484.08,2796105.848,86603.046,653573.16,91216.242,4133695.814,2940520.648,104203.426,1368508.762,4483849.32,5351727.498,233342.94,2193706.362,16262.57,151839.592,2893396.866,108149.324,71377.344,4314758.422,3369642.33,3628181.814,64298.858,4064372.73,66291.92,91216.924,100031.768,111090.156,59617.034,749160.964,55816.344,60980.322,3938724.14,84615.584,1080782.096,1908374.952,136189.482,45036.918,108718.06,110476.568,36295.998,69485.338,81802.302,149168.006,75872.552,49831.402,56171.106,99263.684,62293.702,130996.96,29309.648,54895.648,70117.704,95994.076,88874.874,72318.082,77444.164,54967.83,13892.29,9947.182,22496.6,7763.204,9786.008,29869.608,54221.538,4349.456,37264.98,116973.352,15016.066,8926.524,9375.896,6349.572,11192.368,13982.05,5648.928,79123.248,82520.874,11297.744,15660.842,79235.424,53599.642,3612.246,102279.89,12214.95,22303.164,13503.708,10473.666,8169.38,12078.266,77280.412,52560.43,99292.024,168909.708,12577.172,6666.048,6008.748,10705.12,7297.21,4964.32,11311.896,6534.016,11645.702,3398.28,67976.104,4099.324,67335.534,2708.058,10048.022,7753.79,14674.59,112583.88,3543.632,3404.776,39715.172,88073.242,215048.704,139053.884,3732.584,81673.456,11820.67,161413.094,23727.404,99393.958,98026.528,102811.076,22899.57,123116.872,14510.308,79115.778,27601.514,66190.548,17349.19,133504.758,205047.7,33698.076,20486.806,30493.09,18956.022,45416.122,52636.26,73040.31,89701.19,8738.568,21128.356,185929.872,146499.302,15188.748,16097.988,11422.848,12688.114,153993.464,73216.42,19483.778,15230.544,137975.66,168810.756,96802.072,11098.416,54655.52,48518.838,117404.872,99737.892,87859.006,99904.342,85276.992,15272.098,16886.262,11687.488,203181.344,55615.044,66666.934,201341.31,147687.526,91781.938,97783.35,12864.044,109327.96,56709.614,154931.39,21584.866,156384.63,85598.062,79763.944,74139.936,158155.226,160545.002,148427.3,87738.306,180283.834,155580.178,109140.664,105760.786,136832.074,91178.026,75122.504,119354.024,91318.252,126495.198,93981.378,169411.698,147651.796,123862.986,187039.79,157949.338,128748.304,157852.358,206230.642
"288.2787826",5598.792,111331.292,475739.126,1379219.668,979617.19,1700403.864,1476568.724,73820.812,2086025.946,1116251.802,1363174.45,90131.262,250435.606,106640.622,831409.964,1291570.332,88575.224,496008.042,673115.576,2427012.968,140902.292,1131216.97,2844.336,117121.448,753691.182,103550.636,83276.032,1655847.022,1540074.678,1182382.2,92298.844,959973.438,953607.462,85149.84,112415.386,82347.302,94742.442,1214148.974,112291.02,81780.01,392432.416,79838.388,1533469.96,942830.46,33243.226,63531.066,148059.352,106198.496,48361.268,75278.378,114690.204,138906.532,83326.938,105657.246,128108.464,89436.42,74015.81,38762.572,159420.106,73406.338,114666.08,107319.542,64185.122,78189.772,91907.406,74615.202,3032.662,282019.77,250064.6,183766.854,237794.394,121933.028,80852.784,107376.372,120354.764,65432.82,127922.638,1815.168,61544.956,134010.866,128554.186,118231.86,124689.968,54783.136,89728.58,121175.148,136834.392,1070633.354,57840.172,269818.93,43958.176,150617.348,111472.396,147264.276,259504.714,128247.096,102177.308,54004.028,51355.19,133520.256,104193.572,4344.048,254106.152,137290.168,110566.79,255939.498,93142.99,145174.584,238309.608,134450.418,238733.396,133339.784,257536.776,18145.596,102511.334,205925.606,109356.864,100071.3,130693.994,132526.946,119898.694,169450.576,26470.946,34976.534,49749.006,212441.8,57074.036,226467.632,48520.162,100947.84,213945.824,225809.832,82121.268,155020.988,41913.21,102142.084,25437.488,211661.126,170448.932,113788.19,96707.096,75224.918,75048.816,188434.128,159973.77,168962.274,160012.05,217242.096,16556.004,143696.57,172968.53,82032.292,99076.75,114022.886,193732.48,147623.2,113884.008,124191.544,64162.526,136003.244,186448.352,146408.322,141578.654,140608.896,122716.14,3271.444,29265.356,31956.068,141387.832,43495.682,173019.51,85674.444,64655.378,164227.958,220683.662,157592.64,86314.464,41536.474,45468.556,145590.73,20691.118,99585.276,126084.504,170657.058,74999.972,76941.752,116673.484,52489.832,29622.636,403438.176,50878.914,32142.804,72977.49,66531.788,1788957.656,28967.876,72847.446,88107.884,16173.732,54822.312,102464.176,63880.748,48355.662,76628.336,68083.716,55106.072,90451.858,109383.694,149273.106,41820.606,43353.172,91897.44,319557.432,257052.856,29658.982
"739.6002473",0,480175.308,424893.498,420953.716,449364.19,474968.464,388036.658,532010.884,494524.742,571843.046,738485.126,654087.616,473545.802,599860.208,308962.976,465194.148,542230.986,628613.982,561488.102,384862.494,468985.764,492852.032,8822.776,509974.332,569366.728,609279.95,552965.394,558102.52,554136.324,482070.762,601894.316,726541.464,613076.628,497961.512,535003.606,548097.14,616190.894,618498.09,733633.014,626302.46,493704.924,548094.52,497679.252,573275.732,181307.048,538779.996,179303.092,190097.398,401363.318,584196.96,646249.266,596602.844,608034.704,567763.154,566428.098,524686.486,571520.538,259873.078,871778.998,582048.146,660517.482,701571.766,623072.512,602253.67,514167.546,504729.236,2910.272,255620.52,343263.56,896648.024,349344.306,713123.356,621439.28,923901.562,864935.034,528757.884,874455.886,1685.792,380133.388,933808.656,1003459.31,909084.988,1149639.478,220193.806,163991.952,1085518.832,1085441.39,670462.866,142866.984,288687.904,171281.762,1005379.592,1032659.302,971507.996,407638.854,940341.136,1063535.484,235286.15,147180.198,154904.78,78743.416,1290085.604,312761.726,964211.08,923062.03,361206.088,1129493.52,905065.092,337368.834,884643.954,343044.466,202829.056,242819.57,176871,1037227.666,345650.22,1026226.926,988471.01,265648.282,1075601.946,1071579.05,172172.872,84176.158,110362.77,144679.028,377059.622,811249.68,423899.776,323164.832,791115.454,245764.576,274436.114,148250.6,174186.296,147815.988,516359.108,147712.542,274258.354,274878.96,538998.258,152015.114,827422.58,547984.192,124279.174,115033.856,131794.458,170481.868,319856.314,195753.458,221908.832,196066.672,483687.56,929225.71,796912.226,179447.386,91416.98,138324.21,115737.58,186853.012,137107.358,197254.306,281420.156,223069.164,280880.676,276732.608,0,711.144,0,184953.666,253224.752,365533.958,198877.002,201122.828,173719.996,266728.29,210095.01,0,0,245466.308,3286.526,0,306039.82,316910.944,280574.914,285840.54,272672.57,319263.58,0,0,0,0,197725.674,0,301872.362,0,188869.072,331232.886,324055.7,0,0,0,0,0,0,0,1304.02,0,0,304412.362,755.568,0,0,0,0,398327.88
"477.314861",794.888,2664.7,526591.872,4352.794,32340.758,37369.512,67351.376,27921.316,48986.92,718100.232,519408.412,26995.94,35069.712,0,429542.626,20779.412,4973.672,7947.774,277205.078,595607.096,323575.494,21742.972,2531.514,570779.846,881399.976,3982.97,1051665.316,113582.346,487830.638,1176980.968,19371.05,615973.54,27023.682,347034.236,28632.46,9771.614,736405.442,118243.458,7021.802,120357.124,2463.918,43357.776,473326.48,30251.86,19648.398,131993.906,32967.684,24243.568,152165.17,248165.374,35966.164,0,1906904.804,508207.002,1906.994,115119.488,11180.8,66803.9,26855.252,793220.232,0,496696.08,11528.964,4038.434,13289.544,1142714.852,0,18026.294,16212.892,31148.34,13337.572,27964.656,556961.364,33402.748,37166.73,549703.378,25665.622,1065.228,13360.888,28154.02,34464.884,30029.334,33466.23,17972.694,11789.742,36004.532,36381.902,1977818.954,14687.644,14282.856,14634.446,32844.648,35255.158,28288.568,15130.536,32439.482,35590.16,17401.586,13382.938,18017.498,13785.302,14690.322,17646.558,22890.68,27527.45,776.732,28212.404,33124.624,13932.554,29449.266,13183.44,20203.756,9779.004,12372.156,34173.43,5727.244,31298.392,0,18012.556,30203.548,31146.188,11955.898,29275.01,29258.174,30572.774,12834.342,28821,0,18027.868,25360.994,0,10680.622,19418.362,8093.396,20499.668,24926.254,11082.442,12542.324,12133.998,27179.846,26777.326,28355.164,20960.956,15112.802,9072.66,10168.44,11282.928,9442.312,18201.372,27276.136,11856.362,23916.34,29464.742,24743.124,10742.624,9215.838,11257.22,9136.702,15275.01,21810.496,6245.084,11909.782,19478.962,19068.702,18476.94,0,798.624,0,25168.008,20970.3,24744.86,15267.73,21213.532,9499.606,12652.426,8522.656,0,23489.822,21085.968,1097.104,806.52,22161.822,22086.502,11736.868,21273.106,18899.116,15576.768,1425,921.882,0,0,16888.668,0,20867.748,753.774,17642.846,14310.624,18547.41,0,1092.88,1709.43,0,1820.12,0,819.056,1717.676,0,858.6,18492.342,0,913.6,0,0,794.88,19207.78
